,season,constructorId,name,nationality
535,1979,renault,Renault,French
536,1979,shadow,Shadow,British
537,1979,team_lotus,Team Lotus,British
538,1979,tyrrell,Tyrrell,British
539,1979,williams,Williams,British
540,1979,wolf,Wolf,Canadian
541,1980,alfa,Alfa Romeo,Swiss
542,1980,arrows,Arrows,British
543,1980,ats,ATS,Italian
544,1980,brabham,Brabham,British
545,1980,ensign,Ensign,British
546,1980,ferrari,Ferrari,Italian
547,1980,fittipaldi,Fittipaldi,Brazilian
548,1980,ligier,Ligier,French
549,1980,mclaren,McLaren,British
550,1980,osella,Osella,Italian
551,1980,renault,Renault,French
552,1980,shadow,Shadow,British
553,1980,team_lotus,Team Lotus,British
554,1980,tyrrell,Tyrrell,British
555,1980,williams,Williams,British
556,1981,alfa,Alfa Romeo,Swiss
557,1981,arrows,Arrows,British
558,1981,ats,ATS,Italian
559,1981,brabham,Brabham,British
560,1981,ensign,Ensign,British
561,1981,ferrari,Ferrari,Italian
562,1981,fittipaldi,Fittipaldi,Brazilian
563,1981,ligier,Ligier,French
564,1981,march,March,British
565,1981,mclaren,McLaren,British
566,1981,osella,Osella,Italian
567,1981,renault,Renault,French
568,1981,team_lotus,Team Lotus,British
569,1981,theodore,Theodore,Hong Kong
570,1981,toleman,Toleman,British
571,1981,tyrrell,Tyrrell,British
572,1981,williams,Williams,British
573,1982,alfa,Alfa Romeo,Swiss
574,1982,arrows,Arrows,British
575,1982,ats,ATS,Italian
576,1982,brabham,Brabham,British
577,1982,ensign,Ensign,British
578,1982,ferrari,Ferrari,Italian
579,1982,fittipaldi,Fittipaldi,Brazilian
580,1982,ligier,Ligier,French
581,1982,march,March,British
582,1982,mclaren,McLaren,British
583,1982,osella,Osella,Italian
584,1982,renault,Renault,French
585,1982,team_lotus,Team Lotus,British
586,1982,theodore,Theodore,Hong Kong
587,1982,toleman,Toleman,British
588,1982,tyrrell,Tyrrell,British
589,1982,williams,Williams,British
590,1983,alfa,Alfa Romeo,Swiss
591,1983,arrows,Arrows,British
592,1983,ats,ATS,Italian
593,1983,brabham,Brabham,British
594,1983,ferrari,Ferrari,Italian
595,1983,ligier,Ligier,French
596,1983,mclaren,McLaren,British
597,1983,osella,Osella,Italian
598,1983,ram,RAM,British
599,1983,renault,Renault,French
600,1983,spirit,Spirit,British
601,1983,team_lotus,Team Lotus,British
602,1983,theodore,Theodore,Hong Kong
603,1983,toleman,Toleman,British
604,1983,tyrrell,Tyrrell,British
605,1983,williams,Williams,British
606,1984,alfa,Alfa Romeo,Swiss
607,1984,arrows,Arrows,British
608,1984,ats,ATS,Italian
609,1984,brabham,Brabham,British
610,1984,ferrari,Ferrari,Italian
611,1984,ligier,Ligier,French
612,1984,mclaren,McLaren,British
613,1984,osella,Osella,Italian
614,1984,ram,RAM,British
615,1984,renault,Renault,French
616,1984,spirit,Spirit,British
617,1984,team_lotus,Team Lotus,British
618,1984,toleman,Toleman,British
619,1984,tyrrell,Tyrrell,British
620,1984,williams,Williams,British
621,1985,alfa,Alfa Romeo,Swiss
622,1985,arrows,Arrows,British
623,1985,brabham,Brabham,British
624,1985,ferrari,Ferrari,Italian
625,1985,ligier,Ligier,French
626,1985,lola,Lola,British
627,1985,mclaren,McLaren,British
628,1985,minardi,Minardi,Italian
629,1985,osella,Osella,Italian
630,1985,ram,RAM,British
631,1985,renault,Renault,French
632,1985,spirit,Spirit,British
633,1985,team_lotus,Team Lotus,British
634,1985,toleman,Toleman,British
635,1985,tyrrell,Tyrrell,British
636,1985,williams,Williams,British
637,1985,zakspeed,Zakspeed,German
638,1986,ags,AGS,French
639,1986,arrows,Arrows,British
640,1986,benetton,Benetton,Italian
641,1986,brabham,Brabham,British
642,1986,ferrari,Ferrari,Italian
643,1986,ligier,Ligier,French
644,1986,lola,Lola,British
645,1986,mclaren,McLaren,British
646,1986,minardi,Minardi,Italian
647,1986,osella,Osella,Italian
648,1986,team_lotus,Team Lotus,British
649,1986,tyrrell,Tyrrell,British
650,1986,williams,Williams,British
651,1986,zakspeed,Zakspeed,German
652,1987,ags,AGS,French
653,1987,arrows,Arrows,British
654,1987,benetton,Benetton,Italian
655,1987,brabham,Brabham,British
656,1987,coloni,Coloni,Italian
657,1987,ferrari,Ferrari,Italian
658,1987,larrousse,Larrousse,French
659,1987,ligier,Ligier,French
660,1987,march,March,British
661,1987,mclaren,McLaren,British
662,1987,minardi,Minardi,Italian
663,1987,osella,Osella,Italian
664,1987,team_lotus,Team Lotus,British
665,1987,tyrrell,Tyrrell,British
666,1987,williams,Williams,British
667,1987,zakspeed,Zakspeed,German
668,1988,ags,AGS,French
669,1988,arrows,Arrows,British
670,1988,benetton,Benetton,Italian
671,1988,coloni,Coloni,Italian
672,1988,dallara,Dallara,Italian
673,1988,eurobrun,Euro Brun,Italian
674,1988,ferrari,Ferrari,Italian
675,1988,larrousse,Larrousse,French
676,1988,ligier,Ligier,French
677,1988,march,March,British
678,1988,mclaren,McLaren,British
679,1988,minardi,Minardi,Italian
680,1988,osella,Osella,Italian
681,1988,rial,Rial,German
682,1988,team_lotus,Team Lotus,British
683,1988,tyrrell,Tyrrell,British
684,1988,williams,Williams,British
685,1988,zakspeed,Zakspeed,German
686,1989,ags,AGS,French
687,1989,arrows,Arrows,British
688,1989,benetton,Benetton,Italian
689,1989,brabham,Brabham,British
690,1989,coloni,Coloni,Italian
691,1989,dallara,Dallara,Italian
692,1989,eurobrun,Euro Brun,Italian
693,1989,ferrari,Ferrari,Italian
694,1989,larrousse,Larrousse,French
695,1989,ligier,Ligier,French
696,1989,march,March,British
697,1989,mclaren,McLaren,British
698,1989,minardi,Minardi,Italian
699,1989,onyx,Onyx,British
700,1989,osella,Osella,Italian
701,1989,rial,Rial,German
702,1989,team_lotus,Team Lotus,British
703,1989,tyrrell,Tyrrell,British
704,1989,williams,Williams,British
705,1989,zakspeed,Zakspeed,German
706,1990,ags,AGS,French
707,1990,arrows,Arrows,British
708,1990,benetton,Benetton,Italian
709,1990,brabham,Brabham,British
710,1990,coloni,Coloni,Italian
711,1990,dallara,Dallara,Italian
712,1990,eurobrun,Euro Brun,Italian
713,1990,ferrari,Ferrari,Italian
714,1990,larrousse,Larrousse,French
715,1990,leyton,Leyton House,British
716,1990,life,Life,Italian
717,1990,ligier,Ligier,French
718,1990,mclaren,McLaren,British
719,1990,minardi,Minardi,Italian
720,1990,onyx,Onyx,British
721,1990,osella,Osella,Italian
722,1990,team_lotus,Team Lotus,British
723,1990,tyrrell,Tyrrell,British
724,1990,williams,Williams,British
725,1991,ags,AGS,French
726,1991,benetton,Benetton,Italian
727,1991,brabham,Brabham,British
728,1991,coloni,Coloni,Italian
729,1991,dallara,Dallara,Italian
730,1991,ferrari,Ferrari,Italian
731,1991,fondmetal,Fondmetal,Italian
732,1991,footwork,Footwork,British
733,1991,jordan,Jordan,Irish
734,1991,lambo,Lambo,Italian
735,1991,larrousse,Larrousse,French
736,1991,leyton,Leyton House,British
737,1991,ligier,Ligier,French
738,1991,lola,Lola,British
739,1991,mclaren,McLaren,British
740,1991,minardi,Minardi,Italian
741,1991,team_lotus,Team Lotus,British
742,1991,tyrrell,Tyrrell,British
743,1991,williams,Williams,British
744,1992,moda,Andrea Moda,Italian
745,1992,benetton,Benetton,Italian
746,1992,brabham,Brabham,British
747,1992,dallara,Dallara,Italian
748,1992,ferrari,Ferrari,Italian
749,1992,fondmetal,Fondmetal,Italian
750,1992,footwork,Footwork,British
751,1992,jordan,Jordan,Irish
752,1992,larrousse,Larrousse,French
753,1992,ligier,Ligier,French
754,1992,march,March,British
755,1992,mclaren,McLaren,British
756,1992,minardi,Minardi,Italian
757,1992,team_lotus,Team Lotus,British
758,1992,tyrrell,Tyrrell,British
759,1992,williams,Williams,British
760,1993,benetton,Benetton,Italian
761,1993,ferrari,Ferrari,Italian
762,1993,footwork,Footwork,British
763,1993,jordan,Jordan,Irish
764,1993,larrousse,Larrousse,French
765,1993,ligier,Ligier,French
766,1993,lola,Lola,British
767,1993,mclaren,McLaren,British
768,1993,minardi,Minardi,Italian
769,1993,sauber,Sauber,Swiss
770,1993,team_lotus,Team Lotus,British
771,1993,tyrrell,Tyrrell,British
772,1993,williams,Williams,British
773,1994,benetton,Benetton,Italian
774,1994,ferrari,Ferrari,Italian
775,1994,footwork,Footwork,British
776,1994,jordan,Jordan,Irish
777,1994,larrousse,Larrousse,French
778,1994,ligier,Ligier,French
779,1994,mclaren,McLaren,British
780,1994,minardi,Minardi,Italian
781,1994,pacific,Pacific,British
782,1994,sauber,Sauber,Swiss
783,1994,simtek,Simtek,British
784,1994,team_lotus,Team Lotus,British
785,1994,tyrrell,Tyrrell,British
786,1994,williams,Williams,British
787,1995,benetton,Benetton,Italian
788,1995,ferrari,Ferrari,Italian
789,1995,footwork,Footwork,British
790,1995,forti,Forti,Italian
791,1995,jordan,Jordan,Irish
792,1995,ligier,Ligier,French
793,1995,mclaren,McLaren,British
794,1995,minardi,Minardi,Italian
795,1995,pacific,Pacific,British
796,1995,sauber,Sauber,Swiss
797,1995,simtek,Simtek,British
798,1995,tyrrell,Tyrrell,British
799,1995,williams,Williams,British
800,1996,benetton,Benetton,Italian
801,1996,ferrari,Ferrari,Italian
802,1996,footwork,Footwork,British
803,1996,forti,Forti,Italian
804,1996,jordan,Jordan,Irish
805,1996,ligier,Ligier,French
806,1996,mclaren,McLaren,British
807,1996,minardi,Minardi,Italian
808,1996,sauber,Sauber,Swiss
809,1996,tyrrell,Tyrrell,British
810,1996,williams,Williams,British
811,1997,arrows,Arrows,British
812,1997,benetton,Benetton,Italian
813,1997,ferrari,Ferrari,Italian
814,1997,jordan,Jordan,Irish
815,1997,lola,Lola,British
816,1997,mclaren,McLaren,British
817,1997,minardi,Minardi,Italian
818,1997,prost,Prost,French
819,1997,sauber,Sauber,Swiss
820,1997,stewart,Stewart,British
821,1997,tyrrell,Tyrrell,British
822,1997,williams,Williams,British
823,1998,arrows,Arrows,British
824,1998,benetton,Benetton,Italian
825,1998,ferrari,Ferrari,Italian
826,1998,jordan,Jordan,Irish
827,1998,mclaren,McLaren,British
828,1998,minardi,Minardi,Italian
829,1998,prost,Prost,French
830,1998,sauber,Sauber,Swiss
831,1998,stewart,Stewart,British
832,1998,tyrrell,Tyrrell,British
833,1998,williams,Williams,British
834,1999,arrows,Arrows,British
835,1999,bar,BAR,British
836,1999,benetton,Benetton,Italian
837,1999,ferrari,Ferrari,Italian
838,1999,jordan,Jordan,Irish
839,1999,mclaren,McLaren,British
840,1999,minardi,Minardi,Italian
841,1999,prost,Prost,French
842,1999,sauber,Sauber,Swiss
843,1999,stewart,Stewart,British
844,1999,williams,Williams,British
845,2000,arrows,Arrows,British
846,2000,bar,BAR,British
847,2000,benetton,Benetton,Italian
848,2000,ferrari,Ferrari,Italian
849,2000,jaguar,Jaguar,British
850,2000,jordan,Jordan,Irish
851,2000,mclaren,McLaren,British
852,2000,minardi,Minardi,Italian
853,2000,prost,Prost,French
854,2000,sauber,Sauber,Swiss
855,2000,williams,Williams,British
856,2001,arrows,Arrows,British
857,2001,bar,BAR,British
858,2001,benetton,Benetton,Italian
859,2001,ferrari,Ferrari,Italian
860,2001,jaguar,Jaguar,British
861,2001,jordan,Jordan,Irish
862,2001,mclaren,McLaren,British
863,2001,minardi,Minardi,Italian
864,2001,prost,Prost,French
865,2001,sauber,Sauber,Swiss
866,2001,williams,Williams,British
867,2002,arrows,Arrows,British
868,2002,bar,BAR,British
869,2002,ferrari,Ferrari,Italian
870,2002,jaguar,Jaguar,British
871,2002,jordan,Jordan,Irish
872,2002,mclaren,McLaren,British
873,2002,minardi,Minardi,Italian
874,2002,renault,Renault,French
875,2002,sauber,Sauber,Swiss
876,2002,toyota,Toyota,Japanese
877,2002,williams,Williams,British
878,2003,bar,BAR,British
879,2003,ferrari,Ferrari,Italian
880,2003,jaguar,Jaguar,British
881,2003,jordan,Jordan,Irish
882,2003,mclaren,McLaren,British
883,2003,minardi,Minardi,Italian
884,2003,renault,Renault,French
885,2003,sauber,Sauber,Swiss
886,2003,toyota,Toyota,Japanese
887,2003,williams,Williams,British
888,2004,bar,BAR,British
889,2004,ferrari,Ferrari,Italian
890,2004,jaguar,Jaguar,British
891,2004,jordan,Jordan,Irish
892,2004,mclaren,McLaren,British
893,2004,minardi,Minardi,Italian
894,2004,renault,Renault,French
895,2004,sauber,Sauber,Swiss
896,2004,toyota,Toyota,Japanese
897,2004,williams,Williams,British
898,2005,bar,BAR,British
899,2005,ferrari,Ferrari,Italian
900,2005,jordan,Jordan,Irish
901,2005,mclaren,McLaren,British
902,2005,minardi,Minardi,Italian
903,2005,red_bull,Red Bull,Austrian
904,2005,renault,Renault,French
905,2005,sauber,Sauber,Swiss
906,2005,toyota,Toyota,Japanese
907,2005,williams,Williams,British
908,2006,bmw_sauber,BMW Sauber,German
909,2006,ferrari,Ferrari,Italian
910,2006,honda,Honda,Japanese
911,2006,mclaren,McLaren,British
912,2006,mf1,MF1,Russian
913,2006,red_bull,Red Bull,Austrian
914,2006,renault,Renault,French
915,2006,spyker_mf1,Spyker MF1,Dutch
916,2006,super_aguri,Super Aguri,Japanese
917,2006,toro_rosso,Toro Rosso,Italian
918,2006,toyota,Toyota,Japanese
919,2006,williams,Williams,British
920,2007,bmw_sauber,BMW Sauber,German
921,2007,ferrari,Ferrari,Italian
922,2007,honda,Honda,Japanese
923,2007,mclaren,McLaren,British
924,2007,red_bull,Red Bull,Austrian
925,2007,renault,Renault,French
926,2007,spyker,Spyker,Dutch
927,2007,super_aguri,Super Aguri,Japanese
928,2007,toro_rosso,Toro Rosso,Italian
929,2007,toyota,Toyota,Japanese
930,2007,williams,Williams,British
931,2008,bmw_sauber,BMW Sauber,German
932,2008,ferrari,Ferrari,Italian
933,2008,force_india,Force India,Indian
934,2008,honda,Honda,Japanese
935,2008,mclaren,McLaren,British
936,2008,red_bull,Red Bull,Austrian
937,2008,renault,Renault,French
938,2008,super_aguri,Super Aguri,Japanese
939,2008,toro_rosso,Toro Rosso,Italian
940,2008,toyota,Toyota,Japanese
941,2008,williams,Williams,British
942,2009,bmw_sauber,BMW Sauber,German
943,2009,brawn,Brawn,British
944,2009,ferrari,Ferrari,Italian
945,2009,force_india,Force India,Indian
946,2009,mclaren,McLaren,British
947,2009,red_bull,Red Bull,Austrian
948,2009,renault,Renault,French
949,2009,toro_rosso,Toro Rosso,Italian
950,2009,toyota,Toyota,Japanese
951,2009,williams,Williams,British
952,2010,ferrari,Ferrari,Italian
953,2010,force_india,Force India,Indian
954,2010,hrt,HRT,Spanish
955,2010,lotus_racing,Lotus,Malaysian
956,2010,mclaren,McLaren,British
957,2010,mercedes,Mercedes,German
958,2010,red_bull,Red Bull,Austrian
959,2010,renault,Renault,French
960,2010,sauber,Sauber,Swiss
961,2010,toro_rosso,Toro Rosso,Italian
962,2010,virgin,Virgin,British
963,2010,williams,Williams,British
964,2011,ferrari,Ferrari,Italian
965,2011,force_india,Force India,Indian
966,2011,hrt,HRT,Spanish
967,2011,lotus_racing,Lotus,Malaysian
968,2011,mclaren,McLaren,British
969,2011,mercedes,Mercedes,German
970,2011,red_bull,Red Bull,Austrian
971,2011,renault,Renault,French
972,2011,sauber,Sauber,Swiss
973,2011,toro_rosso,Toro Rosso,Italian
974,2011,virgin,Virgin,British
975,2011,williams,Williams,British
976,2012,caterham,Caterham,Malaysian
977,2012,ferrari,Ferrari,Italian
978,2012,force_india,Force India,Indian
979,2012,hrt,HRT,Spanish
980,2012,lotus_f1,Lotus F1,British
981,2012,marussia,Marussia,Russian
982,2012,mclaren,McLaren,British
983,2012,mercedes,Mercedes,German
984,2012,red_bull,Red Bull,Austrian
985,2012,sauber,Sauber,Swiss
986,2012,toro_rosso,Toro Rosso,Italian
987,2012,williams,Williams,British
988,2013,caterham,Caterham,Malaysian
989,2013,ferrari,Ferrari,Italian
990,2013,force_india,Force India,Indian
991,2013,lotus_f1,Lotus F1,British
992,2013,marussia,Marussia,Russian
993,2013,mclaren,McLaren,British
994,2013,mercedes,Mercedes,German
995,2013,red_bull,Red Bull,Austrian
996,2013,sauber,Sauber,Swiss
997,2013,toro_rosso,Toro Rosso,Italian
998,2013,williams,Williams,British
999,2014,caterham,Caterham,Malaysian
1000,2014,ferrari,Ferrari,Italian
1001,2014,force_india,Force India,Indian
1002,2014,lotus_f1,Lotus F1,British
1003,2014,marussia,Marussia,Russian
1004,2014,mclaren,McLaren,British
1005,2014,mercedes,Mercedes,German
1006,2014,red_bull,Red Bull,Austrian
1007,2014,sauber,Sauber,Swiss
1008,2014,toro_rosso,Toro Rosso,Italian
1009,2014,williams,Williams,British
1010,2015,ferrari,Ferrari,Italian
1011,2015,force_india,Force India,Indian
1012,2015,lotus_f1,Lotus F1,British
1013,2015,manor,Manor Marussia,British
1014,2015,mclaren,McLaren,British
1015,2015,mercedes,Mercedes,German
1016,2015,red_bull,Red Bull,Austrian
1017,2015,sauber,Sauber,Swiss
1018,2015,toro_rosso,Toro Rosso,Italian
1019,2015,williams,Williams,British
1020,2016,ferrari,Ferrari,Italian
1021,2016,force_india,Force India,Indian
1022,2016,haas,Haas F1 Team,American
1023,2016,manor,Manor Marussia,British
1024,2016,mclaren,McLaren,British
1025,2016,mercedes,Mercedes,German
1026,2016,red_bull,Red Bull,Austrian
1027,2016,renault,Renault,French
1028,2016,sauber,Sauber,Swiss
1029,2016,toro_rosso,Toro Rosso,Italian
1030,2016,williams,Williams,British
1031,2017,ferrari,Ferrari,Italian
1032,2017,force_india,Force India,Indian
1033,2017,haas,Haas F1 Team,American
1034,2017,mclaren,McLaren,British
1035,2017,mercedes,Mercedes,German
1036,2017,red_bull,Red Bull,Austrian
1037,2017,renault,Renault,French
1038,2017,sauber,Sauber,Swiss
1039,2017,toro_rosso,Toro Rosso,Italian
1040,2017,williams,Williams,British
1041,2018,ferrari,Ferrari,Italian
1042,2018,force_india,Force India,Indian
1043,2018,haas,Haas F1 Team,American
1044,2018,mclaren,McLaren,British
1045,2018,mercedes,Mercedes,German
1046,2018,red_bull,Red Bull,Austrian
1047,2018,renault,Renault,French
1048,2018,sauber,Sauber,Swiss
1049,2018,toro_rosso,Toro Rosso,Italian
1050,2018,williams,Williams,British
1051,2019,alfa,Alfa Romeo,Swiss
1052,2019,ferrari,Ferrari,Italian
1053,2019,haas,Haas F1 Team,American
1054,2019,mclaren,McLaren,British
1055,2019,mercedes,Mercedes,German
1056,2019,racing_point,Racing Point,British
1057,2019,red_bull,Red Bull,Austrian
1058,2019,renault,Renault,French
1059,2019,toro_rosso,Toro Rosso,Italian
1060,2019,williams,Williams,British
1061,2020,alfa,Alfa Romeo,Swiss
1062,2020,alphatauri,AlphaTauri,Italian
1063,2020,ferrari,Ferrari,Italian
1064,2020,haas,Haas F1 Team,American
1065,2020,mclaren,McLaren,British
1066,2020,mercedes,Mercedes,German
1067,2020,racing_point,Racing Point,British
1068,2020,red_bull,Red Bull,Austrian
1069,2020,renault,Renault,French
1070,2020,williams,Williams,British
1071,2021,alfa,Alfa Romeo,Swiss
1072,2021,alphatauri,AlphaTauri,Italian
1073,2021,alpine,Alpine F1 Team,French
1074,2021,aston_martin,Aston Martin,British
1075,2021,ferrari,Ferrari,Italian
1076,2021,haas,Haas F1 Team,American
1077,2021,mclaren,McLaren,British
1078,2021,mercedes,Mercedes,German
1079,2021,red_bull,Red Bull,Austrian
1080,2021,williams,Williams,British
1081,2022,alfa,Alfa Romeo,Swiss
1082,2022,alphatauri,AlphaTauri,Italian
1083,2022,alpine,Alpine F1 Team,French
1084,2022,aston_martin,Aston Martin,British
1085,2022,ferrari,Ferrari,Italian
1086,2022,haas,Haas F1 Team,American
1087,2022,mclaren,McLaren,British
1088,2022,mercedes,Mercedes,German
1089,2022,red_bull,Red Bull,Austrian
1090,2022,williams,Williams,British
